tradeId,trade_type,trade_currency,opened_date,closed_date,price_1,price_2,price_1_in_euros,price_2_in_euros,quantity_1,quantity_2,purchase_price,sales_price,purchase_price_in_euros,sales_price_in_euros,profit_loss_in_original_currency,profit_loss_in_euros,profit_loss_in_euros_calculated
00000082-0001-54c4-0000-0000800fca3f,LONG,USD,2021-06-17 15:06:25,2021-06-17 17:44:20,13.34,13.2,11.175337186897881,11.058054787635085,-5.0,5.0,66.0,66.7,55.29,55.88,0.7,0.59,0.59
00000082-0001-54c4-0000-0000800fcc25,LONG,USD,2021-06-17 16:20:24,2021-06-17 17:44:15,13.34,13.1,11.175337186897881,10.974281645304515,-1.0,1.0,13.1,13.34,10.97,11.18,0.24,0.2,0.21
00000082-0001-54c4-0000-0000800fcc27,LONG,USD,2021-06-17 16:20:28,2021-06-17 17:44:14,13.34,13.1,11.175337186897881,10.974281645304515,-1.0,1.0,13.1,13.34,10.97,11.18,0.24,0.2,0.21
00000082-0001-54c4-0000-0000800fcc45,LONG,USD,2021-06-17 16:24:38,2021-06-17 17:44:13,13.34,13.1,11.175337186897881,10.974281645304515,-3.0,3.0,39.3,40.02,32.92,33.53,0.72,0.6,0.61
00000082-0001-54c4-0000-0000800fcb8c,LONG,USD,2021-06-17 15:51:57,2021-06-17 17:29:56,13.36,13.3,11.192091815363995,11.141827929965654,-5.0,5.0,66.5,66.8,55.71,55.96,0.3,0.25,0.25
00000082-0001-54c4-0000-0000800fbc3f,LONG,USD,2021-06-16 13:42:48,2021-06-17 15:23:30,13.45,13.43,11.093698449356648,11.077202243483999,-5.0,5.0,67.15,67.25,55.39,55.47,0.1,0.08,0.08
00000082-0001-54c4-0000-0000800e6402,LONG,USD,2021-06-03 09:07:58,2021-06-17 14:40:30,13.25,20.0,10.87224091244769,16.410929679166326,-50.0,50.0,1000.0,662.5,820.55,543.61,-337.5,-282.89,-276.94
00000082-0001-54c4-0000-0000800fbb56,LONG,USD,2021-06-16 13:31:32,2021-06-16 13:35:15,13.59,13.47,11.209171890465194,11.110194655229298,-5.0,5.0,67.35,67.95,55.55,56.05,0.6,0.5,0.5
00000082-0001-54c4-0000-0000800fb64f,LONG,USD,2021-06-15 15:29:04,2021-06-15 16:40:40,13.83,13.73,11.422200198216055,11.339610175090849,-5.0,5.0,68.65,69.15,56.7,57.11,0.5,0.41,0.41
00000082-0001-54c4-0000-0000800f0c01,LONG,USD,2021-06-04 19:02:51,2021-06-07 08:14:27,13.88,13.8,11.454980605760502,11.388957662787819,-3.0,3.0,41.4,41.64,34.17,34.36,0.24,0.2,0.19
00000082-0001-54c4-0000-0000800e3e16,LONG,USD,2021-06-02 18:46:49,2021-06-03 09:04:12,20.64,16.36,16.937469226981783,13.425242081076647,-1.0,1.0,16.36,20.64,13.43,16.94,4.28,3.51,3.51
00000082-0001-54c4-0000-0000800e2be6,LONG,USD,2021-06-02 13:55:21,2021-06-03 09:04:11,20.62,12.93,16.92105695059905,10.610536681437717,-1.0,1.0,12.93,20.62,10.61,16.92,7.69,6.31,6.31
00000082-0001-54c4-0000-0000800e5b55,LONG,USD,2021-06-03 08:45:56,2021-06-03 08:49:57,20.73,20.49,17.009928612455898,16.8129974563059,-20.0,20.0,409.8,414.6,336.26,340.2,4.8,3.94,3.94
00000082-0001-54c4-0000-0000800e29c4,LONG,USD,2021-06-02 13:30:24,2021-06-03 08:22:07,18.9,12.65,15.5096011816839,10.380764812079436,-10.0,10.0,126.5,189.0,103.81,155.1,62.5,51.28,51.29
00000082-0001-54c4-0000-0000800e4c68,LONG,USD,2021-06-02 21:16:15,2021-06-02 23:26:12,15.8,14.92,12.965698342360087,12.243558181519777,-20.0,20.0,298.4,316.0,244.87,259.31,17.6,14.41,14.44
00000082-0001-54c4-0000-0000800e0921,LONG,USD,2021-05-28 14:17:02,2021-06-01 20:06:45,11.8,11.75,9.718333058804152,9.677153681436337,-10.0,10.0,117.5,118.0,96.77,97.18,0.5,0.41,0.41
00000082-0001-54c4-0000-0000800e09f8,LONG,USD,2021-05-28 14:43:44,2021-06-01 19:56:49,11.45,11.4,9.430077417229452,9.388898039861639,-90.0,90.0,1026.0,1030.5,845.0,848.71,4.5,3.68,3.71
00000082-0001-54c4-0000-0000800e0559,LONG,USD,2021-05-27 20:19:52,2021-05-28 14:30:59,10.99,9.9,9.009673717002787,8.116084604033448,-5.0,5.0,49.5,54.95,40.58,45.05,5.45,4.48,4.47
00000082-0001-54c4-0000-0000800e0298,LONG,USD,2021-05-26 22:02:42,2021-05-27 19:48:14,9.89,9.88,8.087333387848556,8.079156104342138,-120.0,120.0,1185.6,1186.8,969.5,970.48,1.2,0.98,0.98
000122d4-0001-54c4-0000-0000801f027e,LONG,USD,2021-05-26 14:32:47,2021-05-27 13:33:29,17.7,17.59,14.473791806361925,14.383841687791314,-1.0,1.0,17.59,17.7,14.38,14.47,0.11,0.09,0.09
00007345-0001-54c4-0000-0000804f6629,LONG,USD,2021-05-25 18:36:28,2021-05-26 14:25:43,239.94,212.68,195.6457925636008,173.4181343770385,-5.0,5.0,1063.4,1199.7,867.09,978.23,136.3,111.39,111.14
0015421d-0001-54c4-0000-000080580b81,LONG,USD,2021-05-25 02:36:13,2021-05-26 08:12:19,2819.33,2656.2,2298.8666014350947,2165.8512720156555,-0.03,0.03,79.69,84.58,64.98,68.97,4.89,4.0,3.99
00007345-0001-54c4-0000-0000804f5ac4,LONG,USD,2021-05-25 18:08:02,2021-05-25 18:20:15,201.25,196.59,164.09817351598176,160.29843444227006,-1.0,1.0,196.59,201.25,160.3,164.1,4.66,3.8,3.8
00007345-0001-54c4-0000-0000804f5bb6,LONG,USD,2021-05-25 18:11:11,2021-05-25 18:20:15,201.25,196.75,164.09817351598176,160.42889758643184,-4.0,4.0,787.0,805.0,641.72,656.39,18.0,14.69,14.67
00007345-0001-54c4-0000-0000804f51b1,LONG,USD,2021-05-25 14:53:10,2021-05-25 18:20:15,201.25,192.84,164.09817351598176,157.2407045009785,-1.0,1.0,192.84,201.25,157.24,164.1,8.41,6.86,6.86
00007345-0001-54c4-0000-0000804f51af,LONG,USD,2021-05-25 14:53:10,2021-05-25 14:57:47,192.95,192.84,157.3303979125897,157.2407045009785,-4.0,4.0,771.36,771.8,628.96,629.32,0.44,0.36,0.36
0015421d-0001-54c4-0000-00008058668b,LONG,USD,2021-05-25 14:21:01,2021-05-25 14:28:06,2616.97,2607.17,2133.8633398564907,2125.872472276582,-0.5,0.5,1303.59,1308.48,1062.94,1066.93,4.89,4.0,3.99
0015421d-0001-54c4-0000-000080580b82,LONG,USD,2021-05-25 02:36:13,2021-05-25 13:12:10,2476.64,2656.2,2019.4390084801043,2165.8512720156555,-1.87,1.87,4967.09,4631.32,4050.14,3776.35,-335.77,-274.01,-273.79
